"name","province","sub_region_1","sub_region_2","date","value","value_daily"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-06-25","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-06-25","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-06-25","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-06-25","38","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-06-25","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-06-26","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-06-26","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-06-26","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-06-26","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-06-26","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-06-26","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-06-26","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-06-26","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-06-26","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-06-26","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-06-26","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-06-26","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-06-26","38","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-06-26","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-06-27","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-06-27","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-06-27","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-06-27","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-06-27","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-06-27","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-06-27","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-06-27","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-06-27","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-06-27","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-06-27","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-06-27","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-06-27","38","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-06-27","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-06-28","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-06-28","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-06-28","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-06-28","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-06-28","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-06-28","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-06-28","1","1"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-06-28","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-06-28","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-06-28","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-06-28","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-06-28","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-06-28","38","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-06-28","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-06-29","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-06-29","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-06-29","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-06-29","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-06-29","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-06-29","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-06-29","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-06-29","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-06-29","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-06-29","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-06-29","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-06-29","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-06-29","39","1"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-06-29","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-06-30","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-06-30","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-06-30","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-06-30","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-06-30","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-06-30","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-06-30","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-06-30","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-06-30","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-06-30","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-06-30","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-06-30","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-06-30","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-06-30","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-01","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-01","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-01","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-01","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-01","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-01","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-01","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-01","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-01","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-01","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-01","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-01","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-01","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-01","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-02","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-02","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-02","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-02","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-02","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-02","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-02","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-02","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-02","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-02","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-02","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-02","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-02","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-02","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-03","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-03","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-03","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-03","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-03","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-03","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-03","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-03","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-03","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-03","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-03","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-03","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-03","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-03","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-04","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-04","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-04","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-04","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-04","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-04","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-04","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-04","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-04","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-04","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-04","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-04","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-04","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-04","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-05","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-05","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-05","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-05","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-05","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-05","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-05","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-05","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-05","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-05","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-05","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-05","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-05","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-05","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-06","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-06","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-06","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-06","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-06","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-06","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-06","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-06","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-06","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-06","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-06","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-06","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-06","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-06","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-07","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-07","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-07","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-07","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-07","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-07","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-07","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-07","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-07","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-07","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-07","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-07","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-07","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-07","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-08","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-08","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-08","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-08","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-08","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-08","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-08","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-08","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-08","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-08","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-08","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-08","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-08","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-08","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-09","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-09","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-09","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-09","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-09","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-09","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-09","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-09","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-09","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-09","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-09","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-09","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-09","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-09","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-10","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-10","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-10","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-10","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-10","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-10","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-10","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-10","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-10","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-10","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-10","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-10","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-10","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-10","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-11","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-11","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-11","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-11","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-11","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-11","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-11","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-11","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-11","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-11","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-11","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-11","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-11","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-11","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-12","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-12","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-12","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-12","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-12","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-12","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-12","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-12","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-12","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-12","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-12","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-12","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-12","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-12","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-13","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-13","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-13","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-13","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-13","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-13","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-13","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-13","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-13","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-13","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-13","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-13","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-13","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-13","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-14","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-14","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-14","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-14","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-14","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-14","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-14","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-14","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-14","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-14","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-14","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-14","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-14","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-14","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-15","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-15","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-15","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-15","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-15","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-15","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-15","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-15","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-15","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-15","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-07-15","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Tłı̨chǫ","2021-07-15","0","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Yellowknife","2021-07-15","39","0"
"cases_cumulative_residents","NT","Northwest Territories","Yellowknife","2021-07-15","100","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-07-16","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Beaufort Delta","2021-07-16","4","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Dehcho","2021-07-16","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Dehcho","2021-07-16","7","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Fort Smith","2021-07-16","0","0"
"cases_cumulative_residents","NT","Northwest Territories","Fort Smith","2021-07-16","8","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Hay River","2021-07-16","1","0"
"cases_cumulative_residents","NT","Northwest Territories","Hay River","2021-07-16","1","0"
"cases_cumulative_nonresidents","NT","Northwest Territories","Sahtu","2021-07-16","2","0"
"cases_cumulative_residents","NT","Northwest Territories","Sahtu","2021-07-16","0","0"
